Data,Otwarcie,Najwyzszy,Najnizszy,Zamkniecie,Wolumen
2017-04-20,3.62049,3.62858,3.56379,3.5962,2568003.5715939
2017-04-21,3.56379,3.62049,3.56379,3.58808,3084858.0537022
2017-04-24,3.60429,3.62049,3.58,3.58,1419801.5884113
2017-04-25,3.58808,3.62049,3.5719,3.6124,2040304.019947
2017-04-26,3.60429,3.6124,3.5395,3.5719,4785877.085651
2017-04-27,3.5962,3.78248,3.5719,3.75009,6497733.779304
2017-04-28,3.76628,3.81487,3.72579,3.75009,5588688.7906637
2017-05-02,3.75009,3.78248,3.68529,3.70959,2255465.8042795
2017-05-04,3.70148,3.72579,3.60429,3.66099,7978170.9614293
2017-05-05,3.64478,3.66909,3.6124,3.64478,4511451.3916048
2017-05-08,3.64478,3.74198,3.62858,3.74198,4074106.4305828
2017-05-09,3.74198,3.80678,3.74198,3.80678,4702806.865504
2017-05-10,3.80678,3.80678,3.75818,3.77438,2787601.4140834
2017-05-11,3.76628,3.80678,3.64478,3.70959,3682082.6003242
2017-05-12,3.70148,3.72579,3.66099,3.68529,1787319.0678874
2017-05-15,3.69338,3.69338,3.63669,3.64478,1627990.1313098
2017-05-16,3.64478,3.75818,3.64478,3.71769,2618071.8895587
2017-05-17,3.70148,3.71769,3.67719,3.69338,1648253.0276292
2017-05-18,3.67719,3.71769,3.6529,3.70148,2458802.2156562
2017-05-19,3.72579,3.76628,3.70959,3.76628,1673559.4245251
2017-05-22,3.76628,3.76628,3.69338,3.71769,2351646.6566477
2017-05-23,3.72579,3.75009,3.69338,3.69338,1248597.8933156
2017-05-24,3.68529,3.74198,3.66909,3.70148,3666797.7687113
2017-05-25,3.71769,3.72579,3.69338,3.70959,2506049.3833596
2017-05-26,3.70959,3.71769,3.67719,3.69338,1933758.3726361
2017-05-29,3.69338,3.70959,3.66909,3.67719,1452584.9594792
2017-05-30,3.68529,3.69338,3.64478,3.68529,2764230.9312399
2017-05-31,3.68529,3.73388,3.66099,3.69338,5946782.2701638
2017-06-01,3.71769,3.86347,3.69338,3.83917,9509611.0832908
2017-06-02,3.85538,3.93638,3.84728,3.91207,3506390.9922308
2017-06-05,3.92017,3.92017,3.79059,3.79868,2597037.3438243
2017-06-06,3.79059,3.83917,3.76628,3.79868,2111666.1578496
2017-06-07,3.81487,3.88778,3.81487,3.84728,3481756.2389856
2017-06-08,3.84728,3.91207,3.83917,3.91207,3793772.9886151
2017-06-09,3.92017,3.92827,3.87158,3.91207,1834916.8730849
2017-06-12,3.91207,3.92827,3.85538,3.91207,2169450.9699646
2017-06-13,3.92017,3.96067,3.88778,3.96067,1979617.8060315
2017-06-14,3.96877,3.96877,3.88778,3.92827,3297066.5813933
2017-06-16,3.93638,4.00117,3.92827,3.99307,4669591.3707636
2017-06-19,4.00117,4.07406,3.95257,3.96877,5905789.7839589
2017-06-20,3.98496,4.00927,3.95257,3.99307,2490307.7352928
2017-06-21,3.99307,4.02547,3.97687,4.01737,4443391.9131987
2017-06-22,4.01737,4.08217,4.00117,4.06597,5605858.9161275
2017-06-23,4.09026,4.18746,4.06597,4.18746,8098377.8899841
2017-06-26,4.20365,4.20365,4.13076,4.13076,2763125.9292776
2017-06-27,4.12267,4.17936,4.11456,4.17126,3621596.397937
2017-06-28,4.17126,4.21175,4.15506,4.18746,3610792.0714875
2017-06-29,4.18746,4.21986,4.11456,4.17126,2231056.989983
2017-06-30,4.13076,4.17936,4.10647,4.15506,3134858.4665184
2017-07-03,4.13076,4.18746,4.13076,4.18746,1379215.2984585
2017-07-04,4.18746,4.19556,4.17126,4.17936,1280893.5819532
2017-07-05,4.17936,4.19556,4.06597,4.09026,8047357.665301
2017-07-06,4.09836,4.14696,4.05786,4.10647,1666476.3002145
2017-07-07,4.11456,4.12267,4.04167,4.04977,3223685.808621
2017-07-10,4.07406,4.09026,4.04977,4.09026,1735838.3228333
2017-07-11,4.10647,4.13886,4.07406,4.09026,4846457.120607
2017-07-12,4.11456,4.16317,4.08217,4.16317,9891975.0975121
2017-07-13,4.17126,4.28465,4.17126,4.26845,11774293.468184
2017-07-14,4.27656,4.31705,4.22796,4.25225,7449787.4197409
2017-07-17,4.28465,4.29275,4.23606,4.25225,1283406.0724485
2017-07-18,4.24415,4.26035,4.21986,4.23606,2231147.1186347
2017-07-19,4.24415,4.26845,4.20365,4.20365,4564914.9669957
2017-07-20,4.21986,4.26035,4.20365,4.22796,2970315.6491733
2017-07-21,4.22796,4.25225,4.19556,4.21175,3108676.710526
2017-07-24,4.21175,4.21175,4.16317,4.19556,1177030.8053285
2017-07-25,4.21986,4.21986,4.13076,4.16317,6877613.6997286
2017-07-26,4.15506,4.17126,4.07406,4.13886,5224059.1319584
2017-07-27,4.21986,4.37375,4.21986,4.28465,10169686.166108
2017-07-28,4.25225,4.51145,4.25225,4.50334,11746740.028191
2017-07-31,4.48714,4.51954,4.35755,4.41425,5723242.2251427
2017-08-01,4.45475,4.53574,4.44665,4.52764,4300782.4588266
2017-08-02,4.53574,4.60863,4.51145,4.60863,4814293.5383493
2017-08-03,4.60863,4.64913,4.54383,4.62483,4553419.2426703
2017-08-04,4.64103,4.66533,4.62483,4.65723,2082578.0615004
2017-08-07,4.62483,4.64913,4.60053,4.63294,1083061.191524
2017-08-08,4.64913,4.73013,4.60863,4.69773,3028307.8806512
2017-08-09,4.70583,4.72203,4.62483,4.72203,2305752.6533585
2017-08-10,4.73013,4.74634,4.68153,4.73823,3845435.2256116
2017-08-11,4.69773,4.71392,4.66533,4.69773,2692152.7026803
2017-08-14,4.66533,4.69773,4.57624,4.61674,2934774.0944363
2017-08-16,4.61674,4.66533,4.54383,4.55194,3610121.6624757
